[05-Oct-23 19:36:56 - INFO - init.py:53 - <module>()]  Web server ready
[05-Oct-23 19:38:53 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:53 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:54 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:54 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:55 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:55 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:56 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:56 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:57 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:57 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:58 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:58 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:59 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:38:59 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:00 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:00 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:01 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:01 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:02 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:02 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:03 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:03 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:04 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:04 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:05 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:05 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:06 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:06 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:07 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:07 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:08 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:08 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:09 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:09 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:10 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:10 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:11 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:11 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:12 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:12 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:13 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:13 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:14 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:14 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:15 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:15 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:16 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:16 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:17 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:17 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:18 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:18 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:19 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:19 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:20 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:20 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:21 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:21 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:22 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:22 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:23 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:23 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:24 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:24 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:25 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:25 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:26 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:26 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:27 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:27 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:28 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:28 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:29 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:29 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:30 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:30 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:31 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:31 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:32 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:32 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:33 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:33 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:34 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:34 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:35 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:35 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:36 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:36 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:37 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:37 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:38 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:38 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:39 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:39 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:40 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:40 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:41 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:41 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:42 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:42 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:43 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:43 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:44 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:44 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:45 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:45 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:46 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:46 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:47 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:47 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:48 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:48 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:49 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:49 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:50 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:50 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:51 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:51 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:52 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:52 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:53 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:53 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:54 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:54 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:55 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:55 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:56 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:56 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:57 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:57 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:58 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:58 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:59 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:39:59 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:00 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:00 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:01 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:01 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:02 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:02 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:03 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:03 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:04 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:04 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:05 - INFO - web_interface.py:251 - pose_update()]  Running
[05-Oct-23 19:40:05 - INFO - init.py:19 - <module>()]  ----------- Starting Up -----------
[05-Oct-23 19:40:05 - INFO - state.py:151 - setIP()]  Attempting to set static IP
[05-Oct-23 19:40:05 - INFO - state.py:160 - setIP()]  Static IP set: 10.27.67.10
[05-Oct-23 19:40:05 - INFO - NetworkClient.cpp:141 - None()]  starting network client
[05-Oct-23 19:40:05 - INFO - state.py:112 - makePublisher()]  Robot publisher created: 2767 - WallEye
[05-Oct-23 19:40:05 - INFO - camera.py:21 - __init__()]  Platform is linux
[05-Oct-23 19:40:05 - INFO - camera.py:38 - __init__()]  Camera found: platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:40:05 - INFO - camera.py:66 - __init__()]  Supported resolutions: [(160, 120), (176, 144), (320, 240), (352, 288), (416, 240), (424, 240), (640, 360), (640, 480), (800, 448), (800, 600), (960, 544), (1280, 720), (1280, 800)]
[05-Oct-23 19:40:05 - INFO - camera.py:75 - __init__()]  Auto exposure disabled for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:40:05 - INFO - camera.py:252 - importConfig()]  Attempting to import config for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:40:05 - INFO - camera.py:259 - importConfig()]  Config found!
[05-Oct-23 19:40:05 - INFO - calibration.py:314 - parseCalibration()]  Looking for calibration stored at ./Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1280, 720)CalData.json
[05-Oct-23 19:40:05 - ERROR - camera.py:245 - importCalibration()]  Calibration not found for camera platform-fc800000.usb-usb-0:1:1.0-video-index0 at resolution (1280, 720)
[05-Oct-23 19:40:05 - INFO - camera.py:152 - setResolution()]  Resolution set to (1280, 720) for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:40:05 - INFO - camera.py:168 - setGain()]  Gain set to -1.0
[05-Oct-23 19:40:05 - INFO - camera.py:192 - setExposure()]  Exposure set to 66.0
[05-Oct-23 19:40:06 - INFO - image_streams.py:45 - __init__()]  Tag layout loaded
[05-Oct-23 19:40:10 - INFO - init.py:53 - <module>()]  Web server ready
[05-Oct-23 19:40:10 - INFO - Processing.py:19 - __init__()]  Tag layout loaded
[05-Oct-23 19:40:10 - INFO - state.py:107 - makePublisher()]  Existing publisher destroyed
[05-Oct-23 19:40:10 - INFO - state.py:112 - makePublisher()]  Robot publisher created: 2767 - WallEye
[05-Oct-23 19:40:10 - INFO - init.py:63 - <module>()]  Starting main loop
[05-Oct-23 19:40:10 - INFO - NetworkClient.cpp:141 - None()]  starting network client
[05-Oct-23 19:40:10 - INFO - web_interface.py:46 - connect()]  Client connected
[05-Oct-23 19:40:12 - WARNING - web_interface.py:51 - disconnect()]  Client disconnected
[05-Oct-23 19:40:12 - INFO - web_interface.py:46 - connect()]  Client connected
[05-Oct-23 19:40:16 - INFO - web_interface.py:124 - import_config()]  Importing config
[05-Oct-23 19:40:16 - INFO - web_interface.py:125 - import_config()]  b'PK\x03\x04\x14\x00\x00\x00\x00\x00s\x9aEWJ\xec\xcc\xacM\x03\x00\x00M\x03\x00\x00W\x00\x00\x00Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.json{"camPath": "platform-fc800000.usb-usb-0:1:1.0-video-index0", "K": [[880.8467119787185, 0.0, 800.0069045251665], [0.0, 888.7861635134029, 598.7205336124081], [0.0, 0.0, 1.0]], "dist": [[0.022209488062296917, -0.04520883927825338, -0.03610602502099885, -0.05891766964405458, 0.4610552784277786, -0.021431304350543925, 0.0627695258349029, -0.10545785762058374, 0.06344437052364878, -0.01612913670545391, 0.028251381030487077, 1.0787412508629147e-05, 0.02874684763693661, -0.12258825569562627]], "r": [[[0.49299513364280473], [0.16996298351957118], [1.0225863262445691]], [[0.5579017619060301], [0.23125313947000953], [1.0299153938334344]]], "t": [[[-0.1742349424441589], [-1.7071672696937865], [11.42753255559332]], [[-0.08899891304995816], [-1.8324175309496549], [11.839209450196462]]], "reproj": 0.027458408480105778, "resolution": [1600, 1200]}PK\x03\x04\x14\x00\x00\x00\x00\x00s\x9aEW\x18\xa45>9\x00\x00\x009\x00\x00\x001\x00\x00\x00Camera/CameraConfigs/ConfigSettings_Windows0.json{"Resolution": [640, 480], "Gain": 1.0, "Exposure": -6.0}PK\x03\x04\x14\x00\x00\x00\x00\x00s\x9aEW\x8a\xfaI\xdb;\x00\x00\x00;\x00\x00\x00\\\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.json{"Resolution": [960, 544], "Gain": -1.0, "Exposure": 156.0}PK\x03\x04\x14\x00\x00\x00\x00\x00s\x9aEW\xdb5]\xa3:\x00\x00\x00:\x00\x00\x00W\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.json{"Resolution": [1600, 1200], "Gain": 3.0, "Exposure": 3.0}PK\x03\x04\x14\x00\x00\x00\x00\x00.\x9bEW\xeb\x05\x05|;\x00\x00\x00;\x00\x00\x00W\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.json{"Resolution": [1280, 720], "Gain": -1.0, "Exposure": 66.0}PK\x03\x04\x14\x00\x00\x00\x00\x00s\x9aEW\x83\x7f\xb1h:\x00\x00\x00:\x00\x00\x00\\\x00\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.json{"Resolution": [640, 480], "Gain": -1.0, "Exposure": 45.0}PK\x03\x04\x14\x00\x00\x00\x00\x000\x9bEW\xaa\x07\xbaug\x00\x00\x00g\x00\x00\x00\x0f\x00\x00\x00SystemData.json{"TeamNumber": 2767, "TableName": "WallEye", "ip": "10.27.67.10", "BoardDim": [7, 7], "TagSize": 0.157}PK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00s\x9aEWJ\xec\xcc\xacM\x03\x00\x00M\x03\x00\x00W\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\x00\x00\x00\x00Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00s\x9aEW\x18\xa45>9\x00\x00\x009\x00\x00\x001\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\xc2\x03\x00\x00Camera/CameraConfigs/ConfigSettings_Windows0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00s\x9aEW\x8a\xfaI\xdb;\x00\x00\x00;\x00\x00\x00\\\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81J\x04\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00s\x9aEW\xdb5]\xa3:\x00\x00\x00:\x00\x00\x00W\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\xff\x04\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00.\x9bEW\xeb\x05\x05|;\x00\x00\x00;\x00\x00\x00W\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\xae\x05\x00\x00Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x00s\x9aEW\x83\x7f\xb1h:\x00\x00\x00:\x00\x00\x00\\\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81^\x06\x00\x00Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.jsonPK\x01\x02\x14\x03\x14\x00\x00\x00\x00\x000\x9bEW\xaa\x07\xbaug\x00\x00\x00g\x00\x00\x00\x0f\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\xb4\x81\x12\x07\x00\x00SystemData.jsonPK\x05\x06\x00\x00\x00\x00\x07\x00\x07\x00?\x03\x00\x00\xa6\x07\x00\x00\x00\x00'
[05-Oct-23 19:40:16 - INFO - web_interface.py:127 - import_config()]  Files: ['Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.json', 'Camera/CameraConfigs/ConfigSettings_Windows0.json', 'Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.json', 'Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.json', 'Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.json', 'Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.json', 'SystemData.json']
[05-Oct-23 19:40:16 - INFO - web_interface.py:130 - import_config()]  Extracted Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1600, 1200)CalData.json
[05-Oct-23 19:40:16 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_Windows0.json
[05-Oct-23 19:40:16 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-2-1-0-video-index0.json
[05-Oct-23 19:40:16 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-fc880000-usb-usb-0-1-1-0-video-index0.json
[05-Oct-23 19:40:16 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-fc800000-usb-usb-0-1-1-0-video-index0.json
[05-Oct-23 19:40:16 - INFO - web_interface.py:130 - import_config()]  Extracted Camera/CameraConfigs/ConfigSettings_platform-xhci-hcd-9-auto-usb-0-1-3-1-0-video-index0.json
[05-Oct-23 19:40:16 - INFO - web_interface.py:130 - import_config()]  Extracted SystemData.json
[05-Oct-23 19:40:16 - INFO - web_interface.py:132 - import_config()]  <Camera.camera.Cameras object at 0x7f9cd885b0>
[05-Oct-23 19:40:16 - INFO - web_interface.py:133 - import_config()]  dict_keys(['platform-fc800000.usb-usb-0:1:1.0-video-index0'])
[05-Oct-23 19:40:16 - INFO - camera.py:252 - importConfig()]  Attempting to import config for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:40:16 - INFO - camera.py:259 - importConfig()]  Config found!
[05-Oct-23 19:40:17 - ERROR - image_streams.py:20 - update()]  Updated image is None - Skipping
[05-Oct-23 19:40:17 - INFO - calibration.py:314 - parseCalibration()]  Looking for calibration stored at ./Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1280, 720)CalData.json
[05-Oct-23 19:40:17 - ERROR - camera.py:245 - importCalibration()]  Calibration not found for camera platform-fc800000.usb-usb-0:1:1.0-video-index0 at resolution (1280, 720)
[05-Oct-23 19:40:17 - INFO - camera.py:152 - setResolution()]  Resolution set to (1280, 720) for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:40:17 - INFO - camera.py:168 - setGain()]  Gain set to -1.0
[05-Oct-23 19:40:17 - INFO - camera.py:192 - setExposure()]  Exposure set to 66.0
[05-Oct-23 19:40:17 - INFO - web_interface.py:137 - import_config()]  Camera config imported for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:40:18 - INFO - image_streams.py:24 - update()]  Updated image is NOT none!
[05-Oct-23 19:44:15 - INFO - init.py:19 - <module>()]  ----------- Starting Up -----------
[05-Oct-23 19:44:15 - INFO - state.py:151 - setIP()]  Attempting to set static IP
[05-Oct-23 19:44:16 - INFO - state.py:160 - setIP()]  Static IP set: 10.27.67.10
[05-Oct-23 19:44:16 - INFO - NetworkClient.cpp:141 - None()]  starting network client
[05-Oct-23 19:44:16 - INFO - state.py:112 - makePublisher()]  Robot publisher created: 2767 - WallEye
[05-Oct-23 19:44:16 - INFO - camera.py:21 - __init__()]  Platform is linux
[05-Oct-23 19:44:16 - INFO - camera.py:38 - __init__()]  Camera found: platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:16 - INFO - camera.py:66 - __init__()]  Supported resolutions: [(160, 120), (176, 144), (320, 240), (352, 288), (416, 240), (424, 240), (640, 360), (640, 480), (800, 448), (800, 600), (960, 544), (1280, 720), (1280, 800)]
[05-Oct-23 19:44:16 - INFO - camera.py:75 - __init__()]  Auto exposure disabled for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:16 - INFO - camera.py:252 - importConfig()]  Attempting to import config for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:16 - INFO - camera.py:259 - importConfig()]  Config found!
[05-Oct-23 19:44:16 - INFO - calibration.py:314 - parseCalibration()]  Looking for calibration stored at ./Calibration/Cam_platform-fc800000-usb-usb-0-1-1-0-video-index0_(1280, 720)CalData.json
[05-Oct-23 19:44:16 - ERROR - camera.py:245 - importCalibration()]  Calibration not found for camera platform-fc800000.usb-usb-0:1:1.0-video-index0 at resolution (1280, 720)
[05-Oct-23 19:44:16 - INFO - camera.py:152 - setResolution()]  Resolution set to (1280, 720) for platform-fc800000.usb-usb-0:1:1.0-video-index0
[05-Oct-23 19:44:16 - INFO - camera.py:168 - setGain()]  Gain set to -1.0
[05-Oct-23 19:44:16 - INFO - camera.py:192 - setExposure()]  Exposure set to 66.0
[05-Oct-23 19:44:17 - INFO - image_streams.py:45 - __init__()]  Tag layout loaded
[05-Oct-23 19:44:20 - INFO - init.py:53 - <module>()]  Web server ready
[05-Oct-23 19:44:20 - INFO - Processing.py:19 - __init__()]  Tag layout loaded
[05-Oct-23 19:44:20 - INFO - state.py:107 - makePublisher()]  Existing publisher destroyed
[05-Oct-23 19:44:20 - INFO - NetworkClient.cpp:141 - None()]  starting network client
[05-Oct-23 19:44:20 - INFO - state.py:112 - makePublisher()]  Robot publisher created: 2767 - WallEye
[05-Oct-23 19:44:20 - INFO - init.py:63 - <module>()]  Starting main loop
[05-Oct-23 19:44:22 - INFO - web_interface.py:46 - connect()]  Client connected
[05-Oct-23 19:44:22 - WARNING - web_interface.py:51 - disconnect()]  Client disconnected
[05-Oct-23 19:44:23 - INFO - web_interface.py:46 - connect()]  Client connected
[05-Oct-23 19:44:30 - INFO - web_interface.py:124 - import_config()]  Importing config
